300 44850
35 103 987268046
35 104 999535437
35 105 385545618
35 106 317963398
35 107 413895647
35 108 27564568
35 109 318720632
35 110 379635837
35 111 424838697
35 112 608460693
35 113 932723510
35 114 574491926
35 115 206931737
35 116 346758651
35 117 970398897
35 118 563101187
35 119 754623027
35 120 555989782
35 121 811968182
35 122 178609396
35 123 529809058
35 124 420060514
35 125 549815429
35 126 472316785
35 127 458683378
35 128 619205835
35 129 636116132
35 130 723775764
35 131 929048867
35 132 942552383
35 133 470258698
35 134 316736929
35 135 517279574
35 136 644653341
35 137 655805242
35 138 315171287
35 139 614402285
35 140 780810979
35 141 947880884
35 142 252276887
35 143 228133151
35 144 784667811
35 145 354508743
35 146 631761292
35 147 213966834
35 148 3047370
35 149 949240639
35 150 383754470
35 151 477792350
35 152 589182317
35 153 728047440
35 154 201260685
35 155 74426765
35 156 539088392
35 157 382727821
35 158 517080655
35 159 641747324
35 160 335567671
35 161 566383342
35 162 538991535
35 163 12259875
35 164 388165860
35 165 107661201
35 166 928883215
35 167 382080168
35 168 495451335
35 169 654214257
35 170 952486869
35 171 686167944
35 172 437998400
35 173 519606302
35 174 762759926
35 175 515141801
35 176 411901988
35 177 188185189
35 178 690275814
35 179 885572579
35 180 807562830
35 181 959984617
35 182 35066598
35 183 3694130
35 184 854423502
35 185 535154142
35 186 218738150
35 187 699810416
35 188 28551793
35 189 579679308
35 190 692316796
35 191 420517365
35 192 951808952
35 193 984407853
35 194 326026133
35 195 336979957
35 196 971906407
35 197 508847475
35 198 225901275
35 199 316237648
35 200 750467646
35 201 312551618
35 202 217216693
35 203 509551352
35 204 617967075
35 205 570628864
35 206 975295916
35 207 177564318
35 208 396380453
35 209 19254408
35 210 490638390
35 211 313946236
35 212 572384860
35 213 868921228
35 214 751814870
35 215 442587864
35 216 674698713
35 217 965078108
35 218 428628425
35 219 438901579
35 220 379688323
35 221 345311566
35 222 58591691
35 223 260525580
35 224 756223737
35 225 106632340
35 226 405594656
35 227 904622733
35 228 71527792
35 229 454896022
35 230 12597527
35 231 639103231
35 232 683097789
35 233 137447213
35 234 754099012
35 235 374630343
35 236 881130764
35 237 254535736
35 238 72969654
35 239 431573241
35 240 372463596
35 241 432733485
35 242 487237091
35 243 937791804
35 244 593729845
35 245 674850103
35 246 614367862
35 247 716778144
35 248 644845785
35 249 858027590
35 250 902300546
35 251 497559806
35 252 656504055
35 253 588532213
35 254 258740283
35 255 832962157
35 256 456307894
35 257 985589559
35 258 32629558
35 259 981511898
35 260 191762034
35 261 48161857
35 262 425569462
35 263 19153509
35 264 13228965
35 265 889210856
35 266 18508192
35 267 643587403
35 268 815556749
35 269 494925024
35 270 814631705
35 271 897110251
35 272 325134344
35 273 929895941
35 274 120195514
35 275 215030332
35 276 796581469
35 277 506243512
35 278 916731873
35 279 985426984
35 280 227982025
35 281 730354296
35 282 93347142
35 283 51490715
35 284 989182445
35 285 84112881
35 286 354009523
35 287 983404758
35 288 478476385
35 289 69367642
35 290 672548634
35 291 641096407
35 292 229175752
35 293 400226287
35 294 161126810
35 295 200294557
35 296 971081572
35 297 524295488
35 298 913768973
35 299 772595242
36 38 993803770
36 39 919606777
36 40 766102174
36 41 567545197
36 42 266830422
36 43 170801534
36 44 647180546
36 45 876272211
36 46 492731619
36 47 554583406
36 48 308920821
36 49 742953766
36 50 234802593
36 51 784901911
36 52 123968695
36 53 680277405
36 54 832133611
36 55 467643172
36 56 743346441
36 57 40925798
36 58 890106529
36 59 989441992
36 60 122479600
36 61 46637596
36 62 1420233
36 63 945067285
36 64 412239873
36 65 707629809
36 66 157112024
36 67 752154898
36 68 712306737
36 69 136252311
36 70 158960450
36 71 735032315
36 72 834140315
36 73 270617223
36 74 915223893
36 75 655372876
36 76 330809663
36 77 43506839
36 78 21297958
36 79 717850232
36 80 857844915
36 81 234639064
36 82 118660710
36 83 291508952
36 84 242389497
36 85 68010474
36 86 139192865
36 87 179624129
36 88 972568961
36 89 848815038
36 90 635306588
36 91 106386946
36 92 14616245
36 93 776473165
36 94 474610477
36 95 322410214
36 96 380586827
36 97 900009420
36 98 527759300
36 99 297636667
36 100 841245306
36 101 920580110
36 102 287092505
36 103 912549804
36 104 787673588
36 105 853063434
36 106 840294818
36 107 468849582
36 108 940882583
36 109 513198696
36 110 609680989
36 111 476687721
36 112 403747239
36 113 557056106
36 114 238455761
36 115 77420359
36 116 26017194
36 117 834100560
36 118 285106982
36 119 315646258
36 120 165839323
36 121 820862620
36 122 492476132
36 123 526669411
36 124 427890984
36 125 105680103
36 126 777715182
36 127 614795994
36 128 577298506
36 129 751387969
36 130 460491947
36 131 982537285
36 132 259362561
36 133 694448674
36 134 622205892
36 135 258416530
36 136 954920110
36 137 181742514
36 138 979847016
36 139 957592703
36 140 682718492
36 141 184204840
36 142 137661641
36 143 420881939
36 144 488713500
36 145 276490808
36 146 649806346
36 147 307459034
36 148 646417172
36 149 149598057
36 150 718009582
36 151 839658377
36 152 324652688
36 153 484415410
36 154 325136108
36 155 271459244
36 156 492099634
36 157 137668882
36 158 455507461
36 159 875040736
36 160 342940930
36 161 69765819
36 162 804906741
36 163 418164178
36 164 926919470
36 165 322192967
36 166 595841675
36 167 180965055
36 168 800996577
36 169 880543602
36 170 255907710
36 171 42050413
36 172 518531423
36 173 606994987
36 174 444947163
36 175 873053695
36 176 562835939
36 177 406731568
36 178 849059041
36 179 652636569
36 180 211397295
36 181 256635103
36 182 928537612
36 183 244561308
36 184 187034230
36 185 196586821
36 186 823014488
36 187 939798398
36 188 122467765
36 189 101022680
36 190 890216785
36 191 212747025
36 192 379446450
36 193 508342961
36 194 589154660
36 195 389715073
36 196 658129983
36 197 647305983
36 198 586940090
36 199 166501325
36 200 781063483
36 201 234529554
36 202 440567395
36 203 49325112
36 204 785722340
36 205 751792617
36 206 790213398
36 207 241569953
36 208 574150476
36 209 940897514
36 210 958799758
36 211 993433453
36 212 705516515
36 213 646369346
36 214 944999469
36 215 474930786
36 216 779540952
36 217 881051857
36 218 557966369
36 219 989106641
36 220 198735491
36 221 509581638
36 222 140405330
36 223 60026185
36 224 595273703
36 225 768677989
36 226 255678330
36 227 631234058
36 228 340524632
36 229 145290752
36 230 57907432
36 231 994970252
36 232 946593183
36 233 946314092
36 234 33382902
36 235 909755675
36 236 521306253
36 237 38919821
36 238 153906070
36 239 320561255
36 240 720919145
36 241 350032395
36 242 818125777
36 243 227332420
36 244 261338904
36 245 231792456
36 246 993246768
36 247 785632404
36 248 764586359
36 249 901708295
36 250 177555914
36 251 441848470
36 252 448855679
36 253 671985079
36 254 538707931
36 255 89252347
36 256 369296582
36 257 13213304
36 258 370271180
36 259 918706532
36 260 90890484
36 261 692876617
36 262 986712467
36 263 349138969
36 264 639826721
36 265 55261139
36 266 2106456
36 267 100386104
36 268 394375405
36 269 114157482
36 270 26128681
36 271 653700553
36 272 208621681
36 273 697355731
36 274 71635607
36 275 848367418
36 276 410559257
36 277 968771217
36 278 698435413
36 279 649351672
36 280 305037514
36 281 76839972
36 282 703554549
36 283 954703593
36 284 969678324
36 285 245263641
36 286 680903706
36 287 32327049
36 288 521261495
36 289 213284674
36 290 381900522
36 291 345713489
36 292 538369363
36 293 556957871
36 294 551420155
36 295 852679346
36 296 289735537
36 297 575349704
36 298 784838376
36 299 903207826
37 39 635872021
37 40 121204951
37 41 457306064
37 42 971154729
37 43 525802636
37 44 931023580
37 45 574580969
37 46 714547131
37 47 294338073
37 48 779878018
37 49 706220220
37 50 84773349
37 51 300809978
37 52 216098123
37 53 970439667
37 54 905988474
37 55 867905537
37 56 307832468
37 57 17689774
37 58 927813621
37 59 199021169
37 60 393047945
37 61 76613852
37 62 589311930
37 63 53546371
37 64 54436201
37 65 309698671
37 66 322947036
37 67 223582537
37 68 298303677
37 69 850505419
37 70 999645111
37 71 492244810
37 72 477274550
37 73 303552900
37 74 481414196
37 75 777620618
37 76 226949272
37 77 316077891
37 78 912657380
37 79 574740440
37 80 801396849
37 81 352485922
37 82 305989279
37 83 488987432
37 84 297173888
37 85 802040778
37 86 509119407
37 87 635036038
37 88 428551077
37 89 671029511
37 90 401875485
37 91 760941965
37 92 223462692
37 93 723559341
37 94 59356736
37 95 745425839
37 96 725497293
37 97 370984924
37 98 940785370
37 99 37817201
37 100 525498690
37 101 418880123
37 102 3757279
37 103 590131941
37 104 775108537
37 105 476464859
37 106 635089847
37 107 800581826
37 108 245102574
37 109 185462633
37 110 271506571
37 111 749521363
37 112 950082090
37 113 738981654
37 114 46059965
37 115 721570710
37 116 451970478
37 117 734060144
37 118 184847011
37 119 120376999
37 120 736735707
37 121 722780268
37 122 73492696
37 123 256272123
37 124 951271252
37 125 40825356
37 126 811303792
37 127 36747313
37 128 812792678
37 129 323648992
37 130 570843139
37 131 262202786
37 132 554464390
37 133 335842329
37 134 573504909
37 135 569908622
37 136 475295902
37 137 885335912
37 138 866448323
37 139 366464058
37 140 770258465
37 141 705039051
37 142 783058231
37 143 224346153
37 144 976432041
37 145 395594103
37 146 204652787
37 147 968225835
37 148 782071859
37 149 366958269
37 150 299318358
37 151 483740419
37 152 686311900
37 153 512053744
37 154 417794641
37 155 884611899
37 156 698730243
37 157 721125183
37 158 505786010
37 159 203267660
37 160 37809559
37 161 997010302
37 162 750342936
37 163 237739442
37 164 223365172
37 165 728744647
37 166 470143672
37 167 445028759
37 168 550206280
37 169 747551181
37 170 810989627
37 171 924052723
37 172 970997551
37 173 737977071
37 174 871892103
37 175 890011590
37 176 120884117
37 177 150863752
37 178 13292893
37 179 549217579
37 180 322413870
37 181 954696208
37 182 128247681
37 183 184373865
37 184 369153360
37 185 954566866
37 186 393932002
37 187 222675953
37 188 376445292
37 189 25553601
37 190 98985838
37 191 998819902
37 192 718802046
37 193 283932054
37 194 256594945
37 195 345281649
37 196 460510847
37 197 863821277
37 198 716903886
37 199 464013073
37 200 450429120
37 201 271439187
37 202 754893969
37 203 986072689
37 204 289239549
37 205 359957863
37 206 232618883
37 207 658624815
37 208 23569140
37 209 686144502
37 210 810339414
37 211 35934481
37 212 289822259
37 213 962983229
37 214 739027219
37 215 907895581
37 216 330389041
37 217 758568684
37 218 414176974
37 219 613961852
37 220 353301970
37 221 233904324
37 222 614660622
37 223 475736168
37 224 522740009
37 225 279311569
37 226 864700919
37 227 233327592
37 228 991307707
37 229 148374965
37 230 730717628
37 231 234712468
37 232 132989871
37 233 676471555
37 234 322762006
37 235 300954758
37 236 473091990
37 237 571022104
37 238 682879940
37 239 251981652
37 240 756187414
37 241 997719223
37 242 333748060
37 243 44789919
37 244 114573984
37 245 391205868
37 246 277696896
37 247 850161432
37 248 744660657
37 249 365715382
37 250 765712419
37 251 791039863
37 252 494788757
37 253 821350556
37 254 710412149
37 255 280292601
37 256 558525523
37 257 641477175
37 258 633018999
37 259 457842399
37 260 78728530
37 261 681027991
37 262 884608300
37 263 392432979
37 264 312858486
37 265 316332295
37 266 390146770
37 267 251545213
37 268 987886655
37 269 556540768
37 270 147202101
37 271 615829425
37 272 980255557
37 273 451107408
37 274 641567452
37 275 913546922
37 276 176196602
37 277 925527259
37 278 436621822
37 279 453672789
37 280 228484652
37 281 824014899
37 282 728483888
37 283 379880087
37 284 743430024
37 285 617202524
37 286 300543540
37 287 777323882
37 288 592841615
37 289 998992278
37 290 297785036
37 291 358647751
37 292 477658776
37 293 742091192
37 294 577554285
37 295 147367363
37 296 283935122
37 297 474295995
37 298 237347805
37 299 651125391
38 40 648818243
38 41 258740593
38 42 199370226
38 43 728306849
38 44 264491491
38 45 341639801
38 46 378939720
38 47 908170257
38 48 887196522
38 49 903946172
38 50 484957107
38 51 756359100
38 52 719574797
38 53 362150340
38 54 311988214
38 55 604799876
38 56 323461766
38 57 869129925
38 58 499324177
38 59 506769430
38 60 84647672
38 61 437298938
38 62 699151820
38 63 840374963
38 64 660936506
38 65 763770819
38 66 684528816
38 67 78893038
38 68 294826273
38 69 917971368
38 70 498475166
38 71 470353423
38 72 917999135
38 73 232487591
38 74 366037764
38 75 510901856
38 76 35261781
38 77 657136695
38 78 45650225
38 79 196856130
38 80 976370700
38 81 143742268
38 82 684185024
38 83 158680496
38 84 218641754
38 85 824362412
38 86 72395375
38 87 878209590
38 88 861840587
38 89 854454505
38 90 174973058
38 91 124457335
38 92 470061246
38 93 336170583
38 94 281881383
38 95 202882872
38 96 784475498
38 97 691327259
38 98 518184610
38 99 644609632
38 100 242069233
38 101 687067312
38 102 103289077
38 103 445532826
38 104 997565566
38 105 82030233
38 106 602598504
38 107 770728089
38 108 795713329
38 109 248857704
38 110 364555105
38 111 357831904
38 112 962359897
38 113 746426967
38 114 30203817
38 115 237930771
38 116 747011083
38 117 687591167
38 118 342380190
38 119 876063821
38 120 566067552
38 121 470420612
38 122 349172334
38 123 969178229
38 124 986554195
38 125 808737902
38 126 583999830
38 127 766347672
38 128 27062447
38 129 655574413
38 130 327482768
38 131 125602247
38 132 572951796
38 133 445744365
38 134 976190568
38 135 694105214
38 136 183305727
38 137 637669308
38 138 171208148
38 139 249855418
38 140 944904296
38 141 456334217
38 142 562260427
38 143 364848714
38 144 94797143
38 145 854317757
38 146 845579241
38 147 384891821
38 148 754949535
38 149 14702553
38 150 563302450
38 151 881430451
38 152 638464295
38 153 804767966
38 154 480985766
38 155 43993927
38 156 115431901
38 157 275503225
38 158 700014614
38 159 247837743
38 160 352710927
38 161 902416195
38 162 634984491
38 163 315078051
38 164 641603468
38 165 737748341
38 166 647716195
38 167 732303685
38 168 27437246
38 169 375803849
38 170 474739236
38 171 606878653
38 172 874598221
38 173 280650453
38 174 724371837
38 175 820681821
38 176 736780124
38 177 671204958
38 178 327937375
38 179 702006517
38 180 108304378
38 181 517599957
38 182 149695795
38 183 735481104
38 184 349888150
38 185 710876216
38 186 877527230
38 187 981679690
38 188 650595141
38 189 971823235
38 190 480624887
38 191 905099569
38 192 689898228
38 193 250273552
38 194 548763333
38 195 820252137
38 196 258055818
38 197 886878680
38 198 393119863
38 199 147138490
38 200 690366130
38 201 399932105
38 202 771970303
38 203 128515159
38 204 379940751
38 205 624027783
38 206 307301697
38 207 953803617
38 208 532716393
38 209 689100238
38 210 266874080
38 211 776646681
38 212 58265507
38 213 447199572
38 214 45721281
38 215 307055703
38 216 495269647
38 217 271903645
38 218 502216908
38 219 422451123
38 220 665436824
38 221 358522846
38 222 596400419
38 223 315058957
38 224 878673312
38 225 819956364
38 226 423103469
38 227 108133862
38 228 925268847
38 229 514007065
38 230 670153877
38 231 533859420
38 232 605745349
38 233 37216081
38 234 322028447
38 235 964539132
38 236 795185356
38 237 25032374
38 238 482268884
38 239 693540985
38 240 295205734
38 241 561243059
38 242 398417707
38 243 932910791
38 244 843776103
38 245 260265371
38 246 472343967
38 247 80384711
38 248 679734296
38 249 903746726
38 250 928418811
38 251 687268105
38 252 812621227
38 253 510440967
38 254 673400184
38 255 483402397
38 256 988419082
38 257 5739683
38 258 247935939
38 259 104486989
38 260 717590711
38 261 918401719
38 262 366406694
38 263 953477101
38 264 987587708
38 265 694292909
38 266 249147946
38 267 958346882
38 268 978534857
38 269 547020575
38 270 420764683
38 271 166187134
38 272 474930848
38 273 194307305
38 274 521829739
38 275 500733282
38 276 814670829
38 277 160108577
38 278 477347012
38 279 329717167
38 280 347393069
38 281 561923701
38 282 291386085
38 283 583289867
38 284 512734406
38 285 324645447
38 286 780892836
38 287 222569491
38 288 909695187
38 289 844096036
38 290 373861874
38 291 340205578
38 292 671204844
38 293 459677327
38 294 710018328
38 295 694039846
38 296 451349923
38 297 526337810
38 298 988854025
38 299 501233968
39 41 57616310
39 42 73279167
39 43 563152741
39 44 76542713
39 45 805919624
39 46 927934034
39 47 194162247
39 48 913345970
39 49 508299406
39 50 691329894
39 51 333702625
39 52 406701654
39 53 678152045
39 54 385515249
39 55 883987598
39 56 347570457
39 57 110094175
39 58 134439744
39 59 639817374
39 60 737466133
39 61 527708886
39 62 108162193
39 63 705706706
39 64 141937689
39 65 109049529
39 66 416810504
39 67 307641761
39 68 637666376
39 69 601909218
39 70 274120300
39 71 44770415
39 72 495592558
39 73 992038073
39 74 505203201
39 75 92874957
39 76 104611936
39 77 306984128
39 78 230883693
39 79 661138095
39 80 763668733
39 81 487069915
39 82 904156184
39 83 432643794
39 84 894327658
39 85 592844615
39 86 829003326
39 87 476925543
39 88 189339772
39 89 249913645
39 90 14278870
39 91 605850824
39 92 953883922
39 93 664257531
39 94 641637340
39 95 460052866
39 96 152834619
39 97 465768037
39 98 784428247
39 99 709162111
39 100 719482346
39 101 205718270
39 102 996716802
39 103 449802925
39 104 896903564
39 105 17486225
39 106 954801338
39 107 779520137
39 108 994709095
39 109 820265034
39 110 529264262
39 111 323892285
39 112 917982306
39 113 420824746
39 114 503347806
39 115 492505442
39 116 694872196
39 117 55487167
39 118 113688274
39 119 530641965
39 120 61096396
39 121 952299167
39 122 441873783
39 123 37148146
39 124 393285367
39 125 556600291
39 126 772216336
39 127 965340092
39 128 881469072
39 129 155246137
39 130 191103192
39 131 63102435
39 132 91036767
39 133 11430435
39 134 792849031
39 135 212104984
39 136 330358971
39 137 482876526
39 138 680023106
39 139 737105285
39 140 515198964
39 141 223493077
39 142 522719467
39 143 762189207
39 144 125545545
39 145 830859747
39 146 599792449
39 147 937544485
39 148 327824615
39 149 462458075
39 150 375019043
39 151 110982551
39 152 991058993
39 153 719829130
39 154 373086532
39 155 349138580
39 156 236624027
39 157 311857458
39 158 696244270
39 159 984540577
39 160 403305373
39 161 119571320
39 162 70690560
39 163 720407956
39 164 517759381
39 165 819635959
39 166 693293578
39 167 976873707
39 168 97851023
39 169 629133914
39 170 214714773
39 171 997293818
39 172 380845098
39 173 948502080
39 174 725935953
39 175 893408233
39 176 949642448
39 177 980108248
39 178 600282448
39 179 261895318
39 180 369865940
39 181 908583496
39 182 744062824
39 183 17010097
39 184 781997926
39 185 224918539
39 186 56222665
39 187 749244235
39 188 104739663
39 189 308618032
39 190 56020661
39 191 325433005
39 192 396089867
39 193 547725630
39 194 531410228
39 195 862838065
39 196 153582424
39 197 154834250
39 198 77941103
39 199 257655296
39 200 580223970
39 201 31706501
39 202 190806623
39 203 206065031
39 204 786623512
39 205 27320724
39 206 348315308
39 207 313918973
39 208 367026142
39 209 247092959
39 210 745930673
39 211 929681771
39 212 764374150
39 213 302425410
39 214 395865512
39 215 678586222
39 216 871415832
39 217 166532895
39 218 162879764
39 219 902304872
39 220 470962522
39 221 268958075
39 222 725598823
39 223 186527735
39 224 67530453
39 225 117147385
39 226 626545375
39 227 237031271
39 228 572325930
39 229 706414814
39 230 854922889
39 231 749180652
39 232 519453925
39 233 322676631
39 234 808641717
39 235 951352709
39 236 666171498
39 237 671177352
39 238 866839605
39 239 893176932
39 240 379443360
39 241 922417935
39 242 724797045
39 243 314990080
39 244 195826897
39 245 223093315
39 246 300628576
39 247 631758538
39 248 435319822
39 249 580564654
39 250 110985746
39 251 737215985
39 252 447288469
39 253 239664769
39 254 295637911
39 255 79646830
39 256 607044686
39 257 43790632
39 258 527932763
39 259 706492702
39 260 492443474
39 261 9014992
39 262 243101415
39 263 924115846
39 264 753325517
39 265 166752478
39 266 128673311
39 267 470775096
39 268 114650349
39 269 45899903
39 270 715972398
39 271 810485410
39 272 825011401
39 273 431523374
39 274 898596142
39 275 757933215
39 276 354410998
39 277 461544102
39 278 993361542
39 279 162443651
39 280 589850133
39 281 981902628
39 282 767304695
39 283 935177786
39 284 134567834
39 285 796629110
39 286 224760146
39 287 778277986
39 288 613774321
39 289 901852722
39 290 209539038
39 291 662871644
39 292 23481190
39 293 663928764
39 294 821248555
39 295 214958519
39 296 865421780
39 297 840081836
39 298 375221839
39 299 482506669
40 42 718544340
40 43 12026815
40 44 144155588
40 45 26691591
40 46 944719087
40 47 901092511
40 48 509083258
40 49 913608181
40 50 414831328
40 51 398145245
40 52 855188652
40 53 348562351
40 54 922955842
40 55 910656602
40 56 570686790
40 57 950049345
40 58 664165515
40 59 568388734
40 60 317437821
40 61 485524652
40 62 806442993
40 63 213259038
40 64 343436032
40 65 906138379
40 66 403094685
40 67 259150117
40 68 2783484
40 69 449428682
40 70 429812115
40 71 310272700
40 72 979992198
40 73 782584815
40 74 693153821
40 75 129594217
40 76 103337642
40 77 274466230
40 78 484997885
40 79 198038528
40 80 925853913
40 81 777801383
40 82 501708312
40 83 584188177
40 84 463199287
40 85 63223647
40 86 469552538
40 87 263767634
40 88 97619193
40 89 664007863
40 90 807012083
40 91 289639822
40 92 578031561
40 93 375268595
40 94 430573440
40 95 735817471
40 96 589152604
40 97 816537517
40 98 550930591
40 99 118643502
40 100 173034038
40 101 824976883
40 102 683648563
40 103 813200875
40 104 653256933
40 105 255294051
40 106 607172631
40 107 673501636
40 108 343133866
40 109 863530944
40 110 163935334
40 111 796510049
40 112 689557553
40 113 806683078
40 114 109381372
40 115 489266118
40 116 740036690
40 117 148804927
40 118 974170308
40 119 719858938
40 120 159831992
40 121 293690768
40 122 607966721
40 123 177005913
40 124 970670269
40 125 408347941
40 126 940041185
40 127 155044172
40 128 993650040
40 129 611994566
40 130 416993291
40 131 795339071
40 132 459912588
40 133 773458392
40 134 243129626
40 135 996717566
40 136 721748441
40 137 45020997
40 138 189064397
40 139 185596521
40 140 731956191
40 141 792043169
40 142 550380598
40 143 296923241
40 144 802808621
40 145 362447226
40 146 387306119
40 147 311636303
40 148 62571638
40 149 985267860
40 150 322358656
40 151 59311164
40 152 720314049
40 153 23287402
40 154 874218378
40 155 335544818
40 156 756484915
40 157 678000609
40 158 880055196
40 159 474553848
40 160 856244380
40 161 171469129
40 162 687229751
40 163 265736423
40 164 988111792
40 165 597431415
40 166 547977839
40 167 967382238
40 168 592817582
40 169 886315915
40 170 661452013
40 171 58629779
40 172 466072996
40 173 352915018
40 174 195329238
40 175 970825456
40 176 884119195
40 177 813504354
40 178 760959811
40 179 166958587
40 180 386136812
40 181 521409278
40 182 302083208
40 183 412112076
40 184 124182901
40 185 400406418
40 186 211497315
40 187 981670398
40 188 485994107
40 189 924606945
40 190 237389039
40 191 276395184
40 192 739043944
40 193 179973266
40 194 419184456
40 195 920316692
40 196 604310755
40 197 86060348
40 198 44736482
40 199 966181869
40 200 969784603
40 201 807507738
40 202 924834369
40 203 184117593
40 204 574190075
40 205 13325380
40 206 856117417
40 207 450985825
40 208 458353291
40 209 631068485
40 210 216023845
40 211 631670712
40 212 28615128
40 213 686249545
40 214 809973373
40 215 835746684
40 216 647249242
40 217 325503426
40 218 96456655
40 219 59244776
40 220 821263962
40 221 352637918
40 222 656522973
40 223 778686679
40 224 749583609
40 225 338020951
40 226 41151245
40 227 799019153
40 228 443137981
40 229 854142430
40 230 424343529
40 231 455804863
40 232 413268323
40 233 638164399
40 234 990072682
40 235 819009036
40 236 657885281
40 237 583544952
40 238 99697668
40 239 651561179
40 240 805447495
40 241 848333475
40 242 355008730
40 243 872311296
40 244 738032267
40 245 612758563
40 246 455342302
40 247 377506774
40 248 100932017
40 249 385210923
40 250 384274334
40 251 119647836
40 252 734387671
40 253 622052592
40 254 343713868
40 255 773061208
40 256 626044518
40 257 322065128
40 258 603200524
40 259 104317200
40 260 35832770
40 261 104673971
40 262 657427612
40 263 983880371
40 264 915513479
40 265 550587184
40 266 175938570
40 267 444757634
40 268 848753342
40 269 650614632
40 270 973285488
40 271 119009103
40 272 132451983
40 273 48667078
40 274 338942016
40 275 842651616
40 276 244450573
40 277 223813607
40 278 796794325
40 279 642999598
40 280 285066803
40 281 813690355
40 282 140035654
40 283 732774957
40 284 387736987
40 285 606434599
40 286 469103960
40 287 247560608
40 288 300553484
40 289 984035251
40 290 559629258
40 291 635905376
40 292 517721785
40 293 117734156
40 294 352689369
40 295 619632500
40 296 659952534
40 297 412859165
40 298 587449629
40 299 99224288
41 43 14357628
41 44 21064706
41 45 705382904
41 46 259881271
41 47 547166377
41 48 462701835
41 49 286336846
41 50 6741303
41 51 453463826
41 52 659106878
41 53 158178586
41 54 304055162
41 55 783607462
41 56 693948618
41 57 646666797
41 58 713929077
41 59 485893393
41 60 288725608
41 61 450958854
41 62 929241277
41 63 43670786
41 64 441587066
41 65 423918723
41 66 96796844
41 67 692676240
41 68 274972319
41 69 639435576
41 70 584866531
41 71 433938542
41 72 755451167
41 73 484029994
41 74 487339240
41 75 376480105
41 76 968491113
41 77 133226423
41 78 822261632
41 79 41697707
41 80 77713061
41 81 496378418
41 82 460649305
41 83 51920584
41 84 577649063
41 85 606554421
41 86 134020771
41 87 785596912
41 88 436863593
41 89 825666923
41 90 639076327
41 91 965467695
41 92 4579458
41 93 637170274
41 94 997080694
41 95 72458338
41 96 278396200
41 97 634970646
41 98 157357828
41 99 293539609
41 100 706896425
41 101 752880888
41 102 539986507
41 103 482274109
41 104 951186992
41 105 906422622
41 106 187221634
41 107 192311442
41 108 593270447
41 109 685810945
41 110 224970109
41 111 411929125
41 112 564882507
41 113 438276983
41 114 935121377
41 115 627008045
41 116 476706943
41 117 941694383
41 118 568211141
41 119 865556017
41 120 42545967
41 121 844200107
41 122 440096591
41 123 843588186
41 124 972093286
41 125 11440102
41 126 988878145
41 127 81966151
41 128 228778425
41 129 968034279
41 130 150172346
41 131 858036706
41 132 794111089
41 133 713124317
41 134 735529635
41 135 295774741
41 136 345515463
41 137 654839277
41 138 814470987
41 139 574279392
41 140 425726911
41 141 292222704
41 142 599507224
41 143 239102097
41 144 216309119
41 145 85278821
41 146 402663115
41 147 890682141
41 148 212397318
41 149 833585115
41 150 244902290
41 151 608759426
41 152 968313221
41 153 184397625
41 154 428231765
41 155 538262908
41 156 168057801
41 157 857505464
41 158 493984105
41 159 999968959
41 160 328518688
41 161 742898103
41 162 456638691
41 163 583716917
41 164 91112528
41 165 87787965
41 166 640314282
41 167 801467878
41 168 223663287
41 169 915017308
41 170 965484734
41 171 233859056
41 172 819227053
41 173 389808452
41 174 648295144
41 175 6226426
41 176 13862128
41 177 445225749
41 178 726587980
41 179 412021620
41 180 660678412
41 181 737113694
41 182 991358298
41 183 584341792
41 184 620629918
41 185 87299517
41 186 170189660
41 187 228013496
41 188 87204861
41 189 494701655
41 190 253323911
41 191 898599560
41 192 950251925
41 193 653877493
41 194 793048493
41 195 598605323
41 196 456399602
41 197 406429516
41 198 920906337
41 199 393224330
41 200 417260355
41 201 334822072
41 202 33554077
41 203 103805528
41 204 689396523
41 205 173682621
41 206 270328913
41 207 807246636
41 208 565533022
41 209 848820474
41 210 100895539
41 211 162241588
41 212 452885257
41 213 14662715
41 214 400724845
41 215 984928859
41 216 309479820
41 217 954392325
41 218 413587920
41 219 240482409
41 220 602806169
41 221 469176636
41 222 791410878
41 223 980794110
41 224 466008035
41 225 842425457
41 226 521397222
41 227 109957493
41 228 295906748
41 229 940740938
41 230 864765950
41 231 728870235
41 232 685064256
41 233 619143541
41 234 897436779
41 235 350498997
41 236 95915935
41 237 897112104
41 238 543339223
41 239 992991568
41 240 563667887
41 241 429985483
41 242 890503555
41 243 628862938
41 244 652427089
41 245 59818688
41 246 471499216
41 247 710065268
41 248 670957249
41 249 633084625
41 250 318280831
41 251 318118056
41 252 151675588
41 253 536653502
41 254 846375175
41 255 111093558
41 256 127851667
41 257 426367834
41 258 165835822
41 259 726745466
41 260 747508470
41 261 759810189
41 262 878487971
41 263 433327628
41 264 806390699
41 265 735850765
41 266 288521910
41 267 756229570
41 268 937723861
41 269 552993897
41 270 352949489
41 271 94291508
41 272 397788471
41 273 1837241
41 274 52056980
41 275 275937740
41 276 125387413
41 277 500010494
41 278 828383173
41 279 984035041
41 280 641279009
41 281 490719654
41 282 175868312
41 283 279427935
41 284 748230338
41 285 231461201
41 286 879617211
41 287 232384176
41 288 366490791
41 289 355314894
41 290 563334682
41 291 143926982
41 292 313292413
41 293 26142192
41 294 377948449
